clean_text,sentiment,brand_target,Brand_Parent,Word_Count,Is_Mobile,Crisis_Priority
khloe kardashian black iphone still mine whats going huh picking favorite yoyou biased fuck,Negative,Apple,Apple,14,1,Medium (Monitor)
real tired charger breaking every month,Negative,Apple,Apple,6,0,Medium (Monitor)
real tired charger breaking every month,Negative,Apple,Apple,6,0,Medium (Monitor)
fix o x please,Negative,Apple,Apple,4,0,Medium (Monitor)
way calling facetime call ability move device seamlessly,Neutral,Apple,Apple,8,0,Normal
thanks rt way calling facetime call ability move device seamlessly,Neutral,Apple,Apple,10,0,Normal
fab photo edit app,Neutral,Apple,Apple,4,1,Normal
like pick call dying ipad want able switch macbook ipad,Neutral,Apple,Apple,10,1,Normal
message sending tf going,Negative,Apple,Apple,4,0,Medium (Monitor)
aaplcorrupt apple exec sentenced year prison,Negative,Apple,Apple,6,1,Medium (Monitor)
follow development aapl drm trial finally underway,Neutral,Apple,Apple,7,0,Normal
apple corporate raider selling weak product stop working within weeksapple get warranty claiming dampness,Negative,Apple,Apple,14,1,Medium (Monitor)
message sending tf going,Negative,Apple,Apple,4,0,Medium (Monitor)
think steve job would proud icantbreathe,Positive,Apple,Apple,6,0,Normal
even program use,Neutral,Apple,Apple,3,0,Normal
maybe stop whore sleep,Negative,Apple,Apple,4,0,Medium (Monitor)
clearly sign favor,Neutral,Apple,Apple,3,0,Normal
notification messed thank,Negative,Apple,Apple,3,0,Medium (Monitor)
work fucker hoe one person smd,Negative,Apple,Apple,6,0,Medium (Monitor)
yoyou hostile tn,Negative,Apple,Apple,3,0,Medium (Monitor)
world indemand employer,Positive,Apple,Apple,3,0,Normal
ok yall need reverse phone back io bc cannot anymore,Negative,Apple,Apple,10,1,Medium (Monitor)
hey hundred black white brown yellow ericgarner protestors bumrushed yo store stage diein nothing stolen xo,Neutral,Apple,Apple,16,0,Normal
got enough product,Neutral,Apple,Apple,3,0,Normal
frustrated unsuccessfully trying fix outgoing smtp configuration unacceptable yosemiteproblems apple help,Negative,Apple,Apple,11,1,Medium (Monitor)
hey happening phone,Negative,Apple,Apple,3,1,Medium (Monitor)
aaplsteve job give posthumous testimony apple trial,Neutral,Apple,Apple,7,1,Normal
im done product like kind facetime call,Negative,Apple,Apple,7,0,Medium (Monitor)
world first murder via facetime thank yoyou innovation,Negative,Apple,Apple,8,0,Medium (Monitor)
world first murder via facetime thank yoyou innovation,Negative,Apple,Apple,8,0,Medium (Monitor)
think close setting alarm iphone many time fallen victim,Negative,Apple,Apple,9,1,Medium (Monitor)
wut money back kthx,Negative,Apple,Apple,4,0,Medium (Monitor)
please replace java another language follow example innovate,Positive,Apple,Apple,8,0,Normal
apparently even info bug going fixed must kept secretly apple say f yoyou devs,Negative,Apple,Apple,14,1,Medium (Monitor)
aaplapple iphone leadtimes still longer previous model,Positive,Apple,Apple,7,1,Normal
yoyou plant apple seed almost guaranteed grow tree different type,Neutral,Apple,Apple,10,1,Normal
company crushing samsung china making amazing supercheap phone,Negative,Apple,Apple,8,1,Medium (Monitor)
nigga fuck yo couch laughing,Negative,Apple,Apple,5,0,Medium (Monitor)
pretty cool stage set cwb panel talk hk top instagrammers instasavvy,Neutral,Apple,Apple,11,0,Normal
stage set cwb vivien liyou instasavvy,Neutral,Apple,Apple,6,0,Normal
yoyou request custom gift wrap,Negative,Apple,Apple,5,0,Medium (Monitor)
facebook ceo mark zuckerberg criticizes apple aapl aapl,Negative,Apple,Apple,8,1,Medium (Monitor)
survive holiday investor say yes,Positive,Apple,Apple,5,0,Normal
apple could face iphone shortage next year aapl aapl,Negative,Apple,Apple,9,1,Medium (Monitor)
survive holiday investor say yes,Positive,Apple,Apple,5,0,Normal
apple inc campus auditorium fitness center aapl,Neutral,Apple,Apple,7,1,Normal
yoyou fix device album available itunes download illegal happens,Negative,Apple,Apple,9,1,Medium (Monitor)
split valley user data say totally saylike whatever titianfight,Neutral,Apple,Apple,9,0,Normal
aapl survive holiday investor say yes nyc california sanfrancisco tech christmasto,Positive,Apple,Apple,11,0,Normal
apple new critic mark zuckerberg aapl aapl,Neutral,Apple,Apple,7,1,Normal
apple loop iphones rumor steve job garage myth iphone c speculation saturday december,Neutral,Apple,Apple,13,1,Normal
apple plan big india push store aapl aapl,Neutral,Apple,Apple,8,1,Normal
iphone release date top needed feature aapl aapl,Neutral,Apple,Apple,8,1,Normal
well seems start garage business tech,Neutral,Apple,Apple,6,0,Normal
december th hosting hour code programming workshop via,Neutral,Apple,Apple,8,0,Normal
apple iphone leadtimes still longer previous model aapl aapl,Neutral,Apple,Apple,9,1,Normal
ubs see apple iphone sale aapl aapl,Neutral,Apple,Apple,7,1,Normal
steve woz sits ii computer,Neutral,Apple,Apple,5,0,Normal
watcha soldering iron woz ii computer yoyou swapping cap,Neutral,Apple,Apple,9,1,Normal
steve job defends apple grave ipod lawsuit aapl aapl,Neutral,Apple,Apple,9,1,Normal
stop making o installation damn bloody difficult stop asking clear space hard disk,Negative,Apple,Apple,13,0,Medium (Monitor)
aaplapple inc aapl run,Neutral,Apple,Apple,4,1,Normal
apple dilemma apple tv aapl aapl,Neutral,Apple,Apple,6,1,Normal
planning open istores india,Neutral,Apple,Apple,4,0,Normal
planning open istores india,Neutral,Apple,Apple,4,0,Normal
apple dilemma apple tv aapl aapl,Negative,Apple,Apple,6,1,Medium (Monitor)
im learning apple ipad mini smart cover pink mdlla,Neutral,Apple,Apple,9,1,Normal
patent iphone drop protection mechanism change device angle infreefall via wickedsmart,Neutral,Apple,Apple,11,1,Normal
apple pivoting ipad education strategy regain footing aapl aapl,Neutral,Apple,Apple,9,1,Normal
dear everlovin heck yoyou put navigation arrow itunes store yoyou even use software,Negative,Apple,Apple,13,0,Medium (Monitor)
bought new iphone never get reception place battery life worse nomoreapple,Negative,Apple,Apple,11,1,Medium (Monitor)
thank yoyou nice lady regentsstreet helping grab phone today yoyou life saver,Positive,Apple,Apple,12,1,Normal
nigga phone froze time today even tf,Negative,Apple,Apple,7,1,Medium (Monitor)
hey battery iphone drop like cock see gay porn xvideos main page fix shit,Negative,Apple,Apple,14,1,Medium (Monitor)
mark zuckerberg newest frenemy tim cook aapl aapl,Neutral,Apple,Apple,8,0,Normal
im rebel sometimes aka luddite p,Neutral,Apple,Apple,6,0,Normal
yoyou request custom gift wrap,Negative,Apple,Apple,5,0,Medium (Monitor)
ubs increase apple iphone sale revenue eps aapl aapl,Neutral,Apple,Apple,9,1,Normal
facebook ceo mark zuckerberg criticizes apple iphone bend laughing,Negative,Apple,Apple,9,1,Medium (Monitor)
annoys come galaxy,Negative,Apple,Apple,3,0,Medium (Monitor)
left hoos got iphones dire suck ur mum,Negative,Apple,Apple,8,1,Medium (Monitor)
left hoos got iphones dire suck ur mum,Negative,Apple,Apple,8,1,Medium (Monitor)
done like time alreadt whats deal,Negative,Apple,Apple,6,0,Medium (Monitor)
ubs see apple inc aapl iphone sale aapl,Positive,Apple,Apple,8,1,Normal
aaplapple loop iphone rumor steve job garage myth iphone c specu,Neutral,Apple,Apple,11,1,Normal
wireless drop connection issue net interruptus macbook pro upgraded yosemite problem disappeared,Negative,Apple,Apple,12,1,Medium (Monitor)
flag next delete email would make sense next mark unread side accidentally deleting,Negative,Apple,Apple,13,0,Medium (Monitor)
use ur next ad funconvo,Neutral,Apple,Apple,5,0,Normal
major crisis avoided yoyou guy able restore daughter iphone great service thanks starservice,Positive,Apple,Apple,13,1,Normal
rt different normal frankcaliendo iansomerhalder ryandorsey danbilzerian aapl,Neutral,Apple,Apple,8,0,Normal
apple pt raised barclays overweight rating aapl aapl via,Neutral,Apple,Apple,9,1,Normal
recent apple inc lawsuit hurt share price aapl,Neutral,Apple,Apple,8,1,Normal
apple inc brand value jumped company soaring even aapl,Positive,Apple,Apple,9,1,Normal
top expert consensus aapl moderate buy nasdaq stock aapl,Neutral,Apple,Apple,9,0,Normal
man im everything chromecast pretty sweet,Neutral,Apple,Apple,6,0,Normal
jmp security think apple inc going time sell aapl,Neutral,Apple,Apple,9,1,Normal
month store visit call still iphone receive text non customer fail,Negative,Apple,Apple,11,1,High (Alert)
sure worse vacation,Negative,Apple,Apple,3,0,Medium (Monitor)
aaplsteve job defends apple taped deposition,Neutral,Apple,Apple,6,1,Normal
dear please find solution happens cord,Negative,Apple,Apple,6,1,Medium (Monitor)
get shit together ill guy samsung galaxy,Negative,Apple,Apple,7,0,Medium (Monitor)
get shit together ill guy samsung galaxy,Negative,Apple,Apple,7,0,Medium (Monitor)
aaplhere perfect gift apple fan,Positive,Apple,Apple,5,1,Normal
apple inc brand value jumped company soaring even aapl,Positive,Apple,Apple,9,1,Normal
phone charger terrible fix,Negative,Apple,Apple,4,1,Medium (Monitor)
phone charger terrible fix,Negative,Apple,Apple,4,1,Medium (Monitor)
issue apple tmobile call lte dealing company week,Neutral,Apple,Apple,8,1,Normal
iphoneplus iphone lot cash spent helpplease,Negative,Apple,Apple,6,1,Medium (Monitor)
take whole week replace harddrive ridiculous homework,Negative,Apple,Apple,7,0,Medium (Monitor)
many short candidate like amzn nflx pcln even aapl smh parabolic close sense,Neutral,Apple,Apple,13,0,Normal
make phone album want stay phone removed camera roll cleared get together,Negative,Apple,Apple,12,1,Medium (Monitor)
happily restored faith today arndale store following earlier complaint,Positive,Apple,Apple,9,1,Normal
hell thought let put volume display front video absolutely dumb miss video every time yoyou adjust volume,Negative,Apple,Apple,17,0,Medium (Monitor)
siripassbook integration hiring map engineer work improved community crowdsourcing,Neutral,Apple,Apple,9,0,Normal
seems similar cloud backup picture onlinefootprint modicumofprudence,Neutral,Apple,Apple,7,0,Normal
fan scramble ipod classic music player apple killed aapl,Neutral,Apple,Apple,9,1,Normal
buy replacement phone charger son iphone ill never buy product greedy,Negative,Apple,Apple,11,1,Medium (Monitor)
apple pt raised bank america aapl aapl via,Neutral,Apple,Apple,8,1,Normal
work homekit integration looking purchase want get something homekit ready,Neutral,Apple,Apple,10,0,Normal
besides buying basic necessity gas grocery etc shutitdown buying ferguson,Negative,Apple,Apple,10,0,Medium (Monitor)
thanks pushing yosemite worst slow clunky cantgoback misssnowleopard whathappened,Negative,Apple,Apple,9,1,High (Alert)
family inapp purchase approval broken since friday yoyou might unhappy moneylosing developer come monday,Negative,Apple,Apple,14,1,High (Alert)
caller id thing scary heck suggest yoyou stop,Negative,Apple,Apple,8,0,Medium (Monitor)
apple yoyou seem need u bank card hate,Negative,Apple,Apple,8,1,High (Alert)
tmobileapple cellular hell iphone iphoneplus apple tmobile tech,Negative,Apple,Apple,8,1,Medium (Monitor)
hate much ruin life,Negative,Apple,Apple,4,0,High (Alert)
yosemite update annoying regret installing sort shit bro,Negative,Apple,Apple,8,0,Medium (Monitor)
yoyou android version ill change,Positive,Apple,Apple,5,1,Normal
fuck ur charger made like shit,Negative,Apple,Apple,6,0,Medium (Monitor)
icymi ipads changing way child learn classroom education tech,Neutral,Apple,Apple,9,1,Normal
youre even real fucking apple company fuck supposed,Negative,Apple,Apple,8,1,Medium (Monitor)
tmobileiphone calling problem work around tmobile apple iphone tech,Negative,Apple,Apple,9,1,Medium (Monitor)
die in staged give food thought peaceful demonstration thinkbeforeyoubuy,Negative,Apple,Apple,9,0,Medium (Monitor)
watch highpriced fashion focus mark survey say snrtg bmrtg btrtg,Positive,Apple,Apple,10,0,Normal
mobile company really need learn roll phone left right center yet strong fan following,Positive,Apple,Apple,14,1,Normal
app coming soon still production hypedtunes,Neutral,Apple,Apple,6,1,Normal
day holiday giveaway ensure yoyou stay touch go best brand incl,Neutral,Apple,Apple,11,0,Normal
sorry forgot yoyou apple deviceon process,Neutral,Apple,Apple,6,1,Normal
mark zuckerberg newest frenemy tim cook motley fool throughout apple nasdaq aapl taken h,Neutral,Apple,Apple,14,1,Normal
trademark confusion app store trademark rejected australia approved europe,Neutral,Apple,Apple,9,1,Normal
phone slow updated io im angry fix,Negative,Apple,Apple,7,1,Medium (Monitor)
yo ya coming charger case hurr,Negative,Apple,Apple,6,0,Medium (Monitor)
iphone autocorrects beyonc proper spelling capitalization accent thank yoyou took yoyou long enough,Negative,Apple,Apple,13,1,Medium (Monitor)
review harman kardon esquire mini best iphone speakerphone yoyou aapl esquiremini harmankardon,Positive,Apple,Apple,12,1,Normal
exchange iphone different color lmao changed mind,Neutral,Apple,Apple,7,1,Normal
dear thank yoyou inventing brightness dimmer iphones hungover self could handle otherwise,Positive,Apple,Apple,12,1,Normal
apple loop iphones rumor job wozniak garage myth iphone c saturday december,Neutral,Apple,Apple,12,1,Normal
bad addition nothing improve nonexistent customer service fail,Negative,Apple,Apple,8,0,High (Alert)
cannot see airplay icon macbook air order show whats computer screen onto tv apple tv,Negative,Apple,Apple,15,1,Medium (Monitor)
love applepay security feature pls make work itunes eliminate need cc info ill pay ahead payitsafe,Positive,Apple,Apple,16,1,Normal
geez mac rd january postpone longer,Negative,Apple,Apple,6,0,Medium (Monitor)
kinda feel sorry tho goodjob last product guy,Negative,Apple,Apple,8,0,Medium (Monitor)
aaplapple loop iphone rumor job wozniak garage myth iphone,Neutral,Apple,Apple,9,1,Normal
terrible service store bethesda md second time buy new ipad cover,Negative,Apple,Apple,11,1,Medium (Monitor)
get gaming nerd ad sec championship game,Negative,Apple,Apple,7,0,Medium (Monitor)
rt yoyou think approve emoji,Neutral,Apple,Apple,5,1,Normal
another reason hate,Negative,Apple,Apple,3,0,High (Alert)
great board alabama lgbt bill named ceo equality tim cook,Neutral,Apple,Apple,10,0,Normal
apple make bad charger genius said wrap electrical tape wonder jony ive think,Negative,Apple,Apple,13,1,Medium (Monitor)
bad eyesight pc android user,Positive,Apple,Apple,5,1,Normal
screen record iphones hold screenshot button recording screen,Neutral,Apple,Apple,8,1,Normal
jesus create extension lighten apple,Negative,Apple,Apple,5,1,Medium (Monitor)
finally updated io happened ha weird glitch fix please,Negative,Apple,Apple,9,1,Medium (Monitor)
wrapped charger began smoking better apple,Negative,Apple,Apple,6,1,Medium (Monitor)
encourages marxist b isi gave order arrest marxist dupe trespass pantsupdontloot,Negative,Apple,Apple,11,0,Medium (Monitor)
bought new earpodstm,Positive,Apple,Apple,3,0,Normal
need china love applewatch aapl via wearable wearabletech apple,Neutral,Apple,Apple,9,1,Normal
surprising twist ipod lawsuit one plaintiff tech news,Neutral,Apple,Apple,8,0,Normal
dear yoyou going copy store someone make appointment use dipshits,Negative,Apple,Apple,10,1,Medium (Monitor)
dear yall please stop making yall charger cheap piece shit im tired replace every monthd,Negative,Apple,Apple,15,0,Medium (Monitor)
dear please stop making yall charger cheap piece shit im tired replace every month,Negative,Apple,Apple,14,0,Medium (Monitor)
canadian flag emoji keyboard,Neutral,Apple,Apple,4,0,Normal
need icreep app,Neutral,Apple,Apple,3,1,Normal
smd u weak phone b,Negative,Apple,Apple,5,1,Medium (Monitor)
kashka clave mind,Neutral,Apple,Apple,3,0,Normal
lmao oh god fuck autocorrect gonna finna ahahahah ghetto child as youuyou,Negative,Apple,Apple,12,0,Medium (Monitor)
thank yoyou applesantamonica fixing friend phone less hour free charge yoyou guy best,Positive,Apple,Apple,13,1,Normal
dear wow yoyou really made itunes suck please stop updating making worse thank,Negative,Apple,Apple,13,0,Medium (Monitor)
good see yoyou video apple ii possible related project exciting,Positive,Apple,Apple,10,1,Normal
charger always get neck shit,Negative,Apple,Apple,5,0,Medium (Monitor)
iphone plus availability wait time update apple store verizon sunday december,Neutral,Apple,Apple,11,1,Normal
personally excited project like gravity thing development even though ipod,Positive,Apple,Apple,10,0,Normal
apple inc aapl iphone sale dent android market share aapl,Neutral,Apple,Apple,10,1,Normal
exactly come phone company get yo shit together,Negative,Apple,Apple,8,1,Medium (Monitor)
laughing quicktime movs,Neutral,Apple,Apple,3,0,Normal
hey another software update ipad open webpage idea,Negative,Apple,Apple,8,1,Medium (Monitor)
tim cook sparring plz talk real connectivity web,Neutral,Apple,Apple,8,0,Normal
need combine effort make one solid system accessible device,Neutral,Apple,Apple,9,0,Normal
new macbook pro amazing thanks,Positive,Apple,Apple,5,0,Normal
ipad glitching bad isnt charging wtf,Negative,Apple,Apple,6,1,Medium (Monitor)
dear get shit together,Negative,Apple,Apple,4,0,Medium (Monitor)
apple pt raised barclays overweight rating aapl aapl via,Neutral,Apple,Apple,9,1,Normal
apple pt raised bank america aapl aapl via,Neutral,Apple,Apple,8,1,Normal
finally updated iphone io something thanks shit need seriously thanks trillion,Negative,Apple,Apple,11,1,Medium (Monitor)
great read created programming language dev,Neutral,Apple,Apple,6,0,Normal
looking crazy george street sydney rain genius bar,Neutral,Apple,Apple,8,0,Normal
looking crazy george street sydney rain genius bar,Neutral,Apple,Apple,8,0,Normal
never ever buy itouch worthless,Negative,Apple,Apple,5,0,Medium (Monitor)
looking crazy george street sydney rain genius bar,Neutral,Apple,Apple,8,0,Normal
yoyou walking anna pick iphone tog youre dm address,Neutral,Apple,Apple,9,1,Normal
macbook apple need macbook byke,Neutral,Apple,Apple,5,1,Normal
yosemite ruined wifi,Negative,Apple,Apple,3,0,Medium (Monitor)
aaplipad mini v sony xperia z tablet compact step aside sony apple,Neutral,Apple,Apple,12,1,Normal
hate yoyou much,Negative,Apple,Apple,3,0,High (Alert)
hope faggot get cancer,Negative,Apple,Apple,4,0,Medium (Monitor)
apple campus december update drone flyover video aapl companytagged,Neutral,Apple,Apple,9,1,Normal
siri confirmed gay communist atheist open eye,Negative,Apple,Apple,7,0,Medium (Monitor)
washed earphone accident still work thank yoyou actually something good,Positive,Apple,Apple,10,1,Normal
wow family guy simpson yet cannot dowmload old update really need gb update cannot wait,Negative,Apple,Apple,15,0,Medium (Monitor)
hey come every saturday movie night fails appletv chuck yoyou guy wifegoingtosleep,Negative,Apple,Apple,12,1,High (Alert)
yh news apple ipod antitrust lawsuit full great steve job quote top apple inc,Neutral,Apple,Apple,14,1,Normal
still waiting new emojis,Negative,Apple,Apple,4,0,Medium (Monitor)
bitch yassssss yall know long ive waiting feature,Negative,Apple,Apple,8,0,Medium (Monitor)
new ad fucking racist french,Negative,Apple,Apple,5,0,Medium (Monitor)
explained kid made bunkbed wed get new one every two month,Negative,Apple,Apple,11,0,Medium (Monitor)
enjoying studio wireless beat,Positive,Apple,Apple,4,0,Normal
fuck yoyou making shit product,Negative,Apple,Apple,5,0,Medium (Monitor)
laughing yea bro,Neutral,Apple,Apple,3,0,Normal
aapliphone rumor might called iphone come style,Neutral,Apple,Apple,7,1,Normal
tmobileiphone lte phone call workaround iphone tmobile apple tech smartphone,Neutral,Apple,Apple,10,1,Normal
dont mac emoji keyboard messed,Negative,Apple,Apple,5,0,Medium (Monitor)
fucka de yoyou,Negative,Apple,Apple,3,0,Medium (Monitor)
apple nsa infested shit,Negative,Apple,Apple,4,1,Medium (Monitor)
hell lucy song delete phone hatw yoyou,Negative,Apple,Apple,7,1,Medium (Monitor)
ubs increase apple iphone sale revenue eps aapl aapl ubs tech iphoneplus,Positive,Apple,Apple,12,1,Normal
terrifying suck as,Negative,Apple,Apple,3,0,Medium (Monitor)
ubs hike fq iphone forecast following google check aapl,Neutral,Apple,Apple,9,1,Normal
apple facing challenge google android aapl,Neutral,Apple,Apple,6,1,Normal
good time switch icloud drive,Neutral,Apple,Apple,5,0,Normal
difference everyone else one photo via,Neutral,Apple,Apple,6,0,Normal
ima need yall get shit together phone fucking something serious,Negative,Apple,Apple,10,1,Medium (Monitor)
affiliated fuc yoyou giving away phone calling monday,Neutral,Apple,Apple,8,1,Normal
ok look yall still ai reversed back io idk hold ima need yall get,Negative,Apple,Apple,14,0,Medium (Monitor)
aapliphone rumor might called iphone coming style,Neutral,Apple,Apple,7,1,Normal
ipod touch case ipodtouchthgen,Neutral,Apple,Apple,4,0,Normal
iphone plus availability wait time update apple store verizon sunday december,Neutral,Apple,Apple,11,1,Normal
inspiring people steve job,Positive,Apple,Apple,4,0,Normal
flipping great apple iphone smash detects saturday,Negative,Apple,Apple,7,1,Medium (Monitor)
granted patent invention stop yoyou smashing iphone,Neutral,Apple,Apple,7,1,Normal
explore apple rumour appleto techireland,Neutral,Apple,Apple,5,1,Normal
hahahaha australia loses fight app store trademarked via,Neutral,Apple,Apple,8,1,Normal
oh delete unwanted photo eight time enough want recently deleted folder,Negative,Apple,Apple,11,0,Medium (Monitor)
dan nathan profit apple inc aapl stock aapl,Neutral,Apple,Apple,8,1,Normal
went buy iphone told although stock reserve return tomorrow buy goodbye,Negative,Apple,Apple,11,1,Medium (Monitor)
mark zuckerberg jab apple pricey product aapl aapl,Neutral,Apple,Apple,8,1,Normal
turn auto correct,Neutral,Apple,Apple,3,0,Normal
explore apple rumour appleto techireland,Neutral,Apple,Apple,5,1,Normal
apple launch inch iphone next year report aapl aapl,Neutral,Apple,Apple,9,1,Normal
apple launch inch iphone next year report aapl aapl,Neutral,Apple,Apple,9,1,Normal
ordered osx seems like someone network cloned copy idea,Negative,Apple,Apple,9,0,Medium (Monitor)
apple acted unfairly suppressing digital music competition paul kedrosky aapl aapl,Negative,Apple,Apple,11,1,Medium (Monitor)
ipad game got shut way like tok gold way cc,Negative,Apple,Apple,10,1,Medium (Monitor)
apple acted unfairly suppressing digital music competition paul kedrosky aapl aapl,Negative,Apple,Apple,11,1,Medium (Monitor)
posted photo facebook album wow talk passion design london design festival,Neutral,Apple,Apple,11,0,Normal
apple watch highpriced fashion focus mark survey say aapl aapl,Neutral,Apple,Apple,10,1,Normal
get rich quick criminal capitalist steal client product apple technology,Negative,Apple,Apple,10,1,Medium (Monitor)
stevejobs sometimes control whole world idea necessary test hard way,Negative,Apple,Apple,10,0,Medium (Monitor)
china grant apple design patent covering io ui icon aapl aapl,Neutral,Apple,Apple,11,1,Normal
sick sick perk catching million show tv,Neutral,Apple,Apple,7,0,Normal
tim cook billion mistake aapl aapl,Neutral,Apple,Apple,6,0,Normal
cannot apple meet demand iphone aapl aapl,Negative,Apple,Apple,7,1,Medium (Monitor)
funfun nightspost birthday celebration rfrancoben,Positive,Apple,Apple,5,0,Normal
yeeaaayyyawesome o x yosemite roccckkkssss,Positive,Apple,Apple,5,0,Normal
aaplcheck collection guy started accumulating classic app,Neutral,Apple,Apple,7,1,Normal
youre shit fix problem,Negative,Apple,Apple,4,0,Medium (Monitor)
iphone running io sporadically hang seem running app particular sometimes none run hang,Negative,Apple,Apple,13,1,Medium (Monitor)
apple could release inch iphone mini next year aapl aapl,Neutral,Apple,Apple,10,1,Normal
wow yogscast even sponsored xd,Neutral,Apple,Apple,5,0,Normal
accessory may supported ok tell charger came phone work,Negative,Apple,Apple,9,1,Medium (Monitor)
iphone shipping time drop day aapl aapl,Neutral,Apple,Apple,7,1,Normal
robot fabricando iphone ipad pro apple watch apple tv el sunday december,Neutral,Apple,Apple,12,1,Normal
nonbanks fintech via bank master disruptive innovation,Neutral,Apple,Apple,7,0,Normal
new apple iphone screen one sunday december,Neutral,Apple,Apple,7,1,Normal
ubs increase apple iphone sale revenue eps aapl aapl,Positive,Apple,Apple,9,1,Normal
another government show apple door,Negative,Apple,Apple,5,1,Medium (Monitor)
apple must continue improve cybersecurity attack increase aapl aapl,Negative,Apple,Apple,9,1,Medium (Monitor)
insight apple time cook apple iphone google microsoft,Neutral,Apple,Apple,8,1,Normal
ipod replaced never set foot store world better place,Negative,Apple,Apple,9,0,Medium (Monitor)
apple kantar data point huge december quarter aapl aapl,Neutral,Apple,Apple,9,1,Normal
aaplhow facebook apple technology reduce inequality,Neutral,Apple,Apple,6,1,Normal
seems like customerservice going downhill say need new battery due charge month change,Negative,Apple,Apple,13,0,Medium (Monitor)
yosimite detects faulty ram module apple hardware test apple yosemite aht,Negative,Apple,Apple,11,1,Medium (Monitor)
discontinued ipod classic selling online aapl aapl,Neutral,Apple,Apple,7,0,Normal
apple match increase earnings use toq epsto free io app donkey stock aapl,Positive,Apple,Apple,13,1,Normal
fuck im get note,Negative,Apple,Apple,4,0,Medium (Monitor)
yoyou must like em,Neutral,Apple,Apple,4,0,Normal
waiting day far approve new app crmsuite next week,Negative,Apple,Apple,9,1,Medium (Monitor)
apple ubs evidence lab increase iphone estimate million aapl aapl,Positive,Apple,Apple,10,1,Normal
nice job learn code opportunity next week apple store nationally edtech stem ap,Positive,Apple,Apple,13,1,Normal
itunes support flac file mean least able covert em yall fuckin petty,Negative,Apple,Apple,12,0,Medium (Monitor)
could apple inc sell million apple watch aapl,Neutral,Apple,Apple,8,1,Normal
hey know icloud storage full thank yoyou reminding time day,Negative,Apple,Apple,10,0,Medium (Monitor)
im learning ipod touch,Neutral,Apple,Apple,4,0,Normal
mark zuckerberg defends free facebook fire back,Neutral,Apple,Apple,7,0,Normal
ive got one question yall genius decided capitalizing random word good idea bec good idea,Negative,Apple,Apple,15,0,Medium (Monitor)
annoying moment yoyou realise iphone bend one side,Negative,Apple,Apple,8,1,Medium (Monitor)
aaplhas tim cook wasted billion apple,Neutral,Apple,Apple,6,1,Normal
iphone plus availability wait time update aapl aapl,Neutral,Apple,Apple,8,1,Normal
yo genius bar shit worst dmv get fuck together,Negative,Apple,Apple,9,0,High (Alert)
yoyou guy make pipe,Positive,Apple,Apple,4,0,Normal
another shot best name electronics day holiday giveaway brings yoyou lg,Neutral,Apple,Apple,11,0,Normal
every time type word ya capitalizes drive nut,Negative,Apple,Apple,8,0,Medium (Monitor)
computer programming class anywhere la whats,Negative,Apple,Apple,6,0,Medium (Monitor)
yeah ill definitely going store final damn mbp graphic card failing bullshit computer,Negative,Apple,Apple,13,0,High (Alert)
hate much ruin life,Negative,Apple,Apple,4,0,High (Alert)
phone charged second thanks,Positive,Apple,Apple,4,1,Normal
know yoyou secure o youve lost yoyou dualsim version u travelling type,Negative,Apple,Apple,12,0,Medium (Monitor)
idk happend though,Neutral,Apple,Apple,3,1,Normal
odd reason cannot readd phone stop depriving jam,Negative,Apple,Apple,8,1,Medium (Monitor)
figuring sell archetype via tech,Neutral,Apple,Apple,5,0,Normal
store nyc honored travel,Positive,Apple,Apple,4,0,Normal
foreign currency exchange may headwind apple aapl aapl,Neutral,Apple,Apple,8,1,Normal
yall hoe bruh,Negative,Apple,Apple,3,0,Medium (Monitor)
hate apple aapl longtermlarry,Negative,Apple,Apple,4,1,High (Alert)
smartwatch say beat easily like elitist toy versus real machine,Negative,Apple,Apple,10,0,Medium (Monitor)
archetype id rather figure make product whose ui intuitive,Negative,Apple,Apple,9,0,Medium (Monitor)
overheard employee tell use capital letter password cause easier remember applefail,Negative,Apple,Apple,11,1,High (Alert)
could apple inc sell million apple watch aapl aapl,Neutral,Apple,Apple,9,1,Normal
new item come every product start tweaking,Neutral,Apple,Apple,7,0,Normal
loving iphoneplus even though ive hyperextended thumb reaching top apps thestruggleisreal,Positive,Apple,Apple,11,1,Normal
bigger fan g watch r,Neutral,Apple,Apple,5,0,Normal
sign making pay transaction,Neutral,Apple,Apple,4,0,Normal
update apple healthkit seeing early adoption aapl aapl,Neutral,Apple,Apple,8,1,Normal
yoyou going fix map app navigation suck face switch google map,Negative,Apple,Apple,11,1,Medium (Monitor)
best smartwatch still pebble,Negative,Apple,Apple,4,0,Medium (Monitor)
blame rubbish memory phone,Negative,Apple,Apple,4,1,Medium (Monitor)
footage apple computer running computerhistory,Neutral,Apple,Apple,5,1,Normal
safari consumes less battery pausing flash video every second thanks,Positive,Apple,Apple,10,0,Normal
find prediction excellent contra indicator invest money,Neutral,Apple,Apple,7,0,Normal
apple market maker price range forecast update aapl aapl,Neutral,Apple,Apple,9,1,Normal
aapl ipadairto rt apple unveils new ipad air ad via,Neutral,Apple,Apple,10,1,Normal
yoyou know iphone fucked lettering screen go backtofront,Negative,Apple,Apple,8,1,Medium (Monitor)
seriously stupid add macbook different sticker yoyou put hate gullible people,Negative,Apple,Apple,11,0,High (Alert)
music always part life everyday also important music,Positive,Apple,Apple,8,0,Normal
